Technique,Model,task_type,random_seed,parc
SmoothGrad(GradInput),gcn,morpholine-benzene,50,0.08666666666666664
SmoothGrad(GradInput),gcn,morpholine-benzene,51,0.3066666666666666
SmoothGrad(GradInput),gcn,piperdine-benzene,42,-0.019999999999999993
SmoothGrad(GradInput),gcn,piperdine-benzene,43,-0.2799999999999999
SmoothGrad(GradInput),gcn,piperdine-benzene,44,-0.16666666666666663
SmoothGrad(GradInput),gcn,piperdine-benzene,45,0.05928853754940712
SmoothGrad(GradInput),gcn,piperdine-benzene,46,-0.21739130434782608
SmoothGrad(GradInput),gcn,piperdine-benzene,47,0.09999999999999998
SmoothGrad(GradInput),gcn,piperdine-benzene,48,0.046666666666666655
SmoothGrad(GradInput),gcn,piperdine-benzene,49,-0.1533333333333333
SmoothGrad(GradInput),gcn,piperdine-benzene,50,0.1933333333333333
SmoothGrad(GradInput),gcn,piperdine-benzene,51,-0.23999999999999996
SmoothGrad(GradInput),gcn,unbrch_alkane-benzene,42,0.019999999999999993
SmoothGrad(GradInput),gcn,unbrch_alkane-benzene,43,0.3999999999999999
SmoothGrad(GradInput),gcn,unbrch_alkane-benzene,44,0.23333333333333328
SmoothGrad(GradInput),gcn,unbrch_alkane-benzene,45,0.20666666666666664
SmoothGrad(GradInput),gcn,unbrch_alkane-benzene,46,0.13999999999999996
SmoothGrad(GradInput),gcn,unbrch_alkane-benzene,47,0.23999999999999996
SmoothGrad(GradInput),gcn,unbrch_alkane-benzene,48,-0.05333333333333332
SmoothGrad(GradInput),gcn,unbrch_alkane-benzene,49,-0.046666666666666655
SmoothGrad(GradInput),gcn,unbrch_alkane-benzene,50,0.07999999999999997
SmoothGrad(GradInput),gcn,unbrch_alkane-benzene,51,-0.09999999999999998
SmoothGrad(GradInput),graphnet,ester-benzene,42,0.40666666666666657
SmoothGrad(GradInput),graphnet,ester-benzene,43,-0.006666666666666665
SmoothGrad(GradInput),graphnet,ester-benzene,44,0.07999999999999997
SmoothGrad(GradInput),graphnet,ester-benzene,45,0.19999999999999996
SmoothGrad(GradInput),graphnet,ester-benzene,46,0.01333333333333333
SmoothGrad(GradInput),graphnet,ester-benzene,47,-0.02666666666666666
SmoothGrad(GradInput),graphnet,ester-benzene,48,-0.2799999999999999
SmoothGrad(GradInput),graphnet,ester-benzene,49,0.0
SmoothGrad(GradInput),graphnet,ester-benzene,50,-0.05999999999999999
SmoothGrad(GradInput),graphnet,ester-benzene,51,-0.03999999999999999
SmoothGrad(GradInput),graphnet,ester-phenyl,42,-0.006666666666666665
SmoothGrad(GradInput),graphnet,ester-phenyl,43,0.05999999999999999
SmoothGrad(GradInput),graphnet,ester-phenyl,44,0.046666666666666655
SmoothGrad(GradInput),graphnet,ester-phenyl,45,0.05333333333333332
SmoothGrad(GradInput),graphnet,ester-phenyl,46,-0.19999999999999996
SmoothGrad(GradInput),graphnet,ester-phenyl,47,0.02666666666666666
SmoothGrad(GradInput),graphnet,ester-phenyl,48,0.22666666666666663
SmoothGrad(GradInput),graphnet,ester-phenyl,49,-0.11333333333333331
SmoothGrad(GradInput),graphnet,ester-phenyl,50,-0.08666666666666664
SmoothGrad(GradInput),graphnet,ester-phenyl,51,-0.06666666666666665
SmoothGrad(GradInput),graphnet,morpholine-benzene,42,0.019999999999999993
SmoothGrad(GradInput),graphnet,morpholine-benzene,43,-0.03999999999999999
SmoothGrad(GradInput),graphnet,morpholine-benzene,44,-0.14285714285714285
SmoothGrad(GradInput),graphnet,morpholine-benzene,45,0.05333333333333332
SmoothGrad(GradInput),graphnet,morpholine-benzene,46,0.043478260869565216
SmoothGrad(GradInput),graphnet,morpholine-benzene,47,0.20666666666666664
SmoothGrad(GradInput),graphnet,morpholine-benzene,48,-0.2799999999999999
SmoothGrad(GradInput),graphnet,morpholine-benzene,49,0.0
SmoothGrad(GradInput),graphnet,morpholine-benzene,50,-0.21904761904761907
SmoothGrad(GradInput),graphnet,morpholine-benzene,51,-0.01333333333333333
SmoothGrad(GradInput),graphnet,piperdine-benzene,42,0.03999999999999999
SmoothGrad(GradInput),graphnet,piperdine-benzene,43,-0.07333333333333332
SmoothGrad(GradInput),graphnet,piperdine-benzene,44,0.40579710144927533
SmoothGrad(GradInput),graphnet,piperdine-benzene,45,0.014705882352941175
SmoothGrad(GradInput),graphnet,piperdine-benzene,46,0.21999999999999997
SmoothGrad(GradInput),graphnet,piperdine-benzene,47,0.1933333333333333
SmoothGrad(GradInput),graphnet,piperdine-benzene,48,0.14666666666666664
SmoothGrad(GradInput),graphnet,piperdine-benzene,49,0.09090909090909091
SmoothGrad(GradInput),graphnet,piperdine-benzene,50,-0.17999999999999997
SmoothGrad(GradInput),graphnet,piperdine-benzene,51,0.23333333333333328
SmoothGrad(GradInput),graphnet,unbrch_alkane-benzene,42,-0.2799999999999999
SmoothGrad(GradInput),graphnet,unbrch_alkane-benzene,43,-0.08666666666666664
SmoothGrad(GradInput),graphnet,unbrch_alkane-benzene,44,0.3399999999999999
SmoothGrad(GradInput),graphnet,unbrch_alkane-benzene,45,-0.1533333333333333
SmoothGrad(GradInput),graphnet,unbrch_alkane-benzene,46,0.06666666666666665
SmoothGrad(GradInput),graphnet,unbrch_alkane-benzene,47,-0.11333333333333331
SmoothGrad(GradInput),graphnet,unbrch_alkane-benzene,48,0.06666666666666665
SmoothGrad(GradInput),graphnet,unbrch_alkane-benzene,49,0.20666666666666664
SmoothGrad(GradInput),graphnet,unbrch_alkane-benzene,50,-0.07999999999999997
SmoothGrad(GradInput),graphnet,unbrch_alkane-benzene,51,-0.07999999999999997
SmoothGrad(GradInput),mpnn,ester-benzene,42,0.05999999999999999
SmoothGrad(GradInput),mpnn,ester-benzene,43,0.18666666666666662
SmoothGrad(GradInput),mpnn,ester-benzene,44,-0.02666666666666666
SmoothGrad(GradInput),mpnn,ester-benzene,45,0.17999999999999997
SmoothGrad(GradInput),mpnn,ester-benzene,46,-0.03999999999999999
SmoothGrad(GradInput),mpnn,ester-benzene,47,-0.01333333333333333
SmoothGrad(GradInput),mpnn,ester-benzene,48,-0.21739130434782608
SmoothGrad(GradInput),mpnn,ester-benzene,49,0.08666666666666664
SmoothGrad(GradInput),mpnn,ester-benzene,50,-0.2666666666666666
SmoothGrad(GradInput),mpnn,ester-benzene,51,0.17333333333333328
SmoothGrad(GradInput),mpnn,ester-phenyl,42,0.019999999999999993
SmoothGrad(GradInput),mpnn,ester-phenyl,43,0.12280701754385964
SmoothGrad(GradInput),mpnn,ester-phenyl,44,0.21999999999999997
SmoothGrad(GradInput),mpnn,ester-phenyl,45,0.34666666666666657
SmoothGrad(GradInput),mpnn,ester-phenyl,46,0.3199999999999999
SmoothGrad(GradInput),mpnn,ester-phenyl,47,-0.13043478260869565
SmoothGrad(GradInput),mpnn,ester-phenyl,48,0.33333333333333326
SmoothGrad(GradInput),mpnn,ester-phenyl,49,-0.01333333333333333
SmoothGrad(GradInput),mpnn,ester-phenyl,50,0.25333333333333324
SmoothGrad(GradInput),mpnn,ester-phenyl,51,-0.006666666666666665
SmoothGrad(GradInput),mpnn,morpholine-benzene,42,0.17391304347826086
SmoothGrad(GradInput),mpnn,morpholine-benzene,43,0.019999999999999993
SmoothGrad(GradInput),mpnn,morpholine-benzene,44,-0.09420289855072464
SmoothGrad(GradInput),mpnn,morpholine-benzene,45,0.24666666666666665
SmoothGrad(GradInput),mpnn,morpholine-benzene,46,0.11333333333333331
SmoothGrad(GradInput),mpnn,morpholine-benzene,47,0.24666666666666665
SmoothGrad(GradInput),mpnn,morpholine-benzene,48,-0.18666666666666662
SmoothGrad(GradInput),mpnn,morpholine-benzene,49,0.07999999999999997
SmoothGrad(GradInput),mpnn,morpholine-benzene,50,-0.24666666666666665
SmoothGrad(GradInput),mpnn,morpholine-benzene,51,0.03999999999999999
SmoothGrad(GradInput),mpnn,piperdine-benzene,42,0.10666666666666665
SmoothGrad(GradInput),mpnn,piperdine-benzene,43,0.29999999999999993
SmoothGrad(GradInput),mpnn,piperdine-benzene,44,-0.03623188405797101
SmoothGrad(GradInput),mpnn,piperdine-benzene,45,0.14285714285714288
SmoothGrad(GradInput),mpnn,piperdine-benzene,46,-0.25999999999999995
SmoothGrad(GradInput),mpnn,piperdine-benzene,47,0.16666666666666663
SmoothGrad(GradInput),mpnn,piperdine-benzene,48,0.33333333333333326
SmoothGrad(GradInput),mpnn,piperdine-benzene,49,-0.11999999999999998
SmoothGrad(GradInput),mpnn,piperdine-benzene,50,0.019762845849802372
SmoothGrad(GradInput),mpnn,piperdine-benzene,51,0.06493506493506493
SmoothGrad(GradInput),mpnn,unbrch_alkane-benzene,42,-0.019999999999999993
SmoothGrad(GradInput),mpnn,unbrch_alkane-benzene,43,0.13999999999999996
SmoothGrad(GradInput),mpnn,unbrch_alkane-benzene,44,-0.046666666666666655
SmoothGrad(GradInput),mpnn,unbrch_alkane-benzene,45,0.22666666666666663
SmoothGrad(GradInput),mpnn,unbrch_alkane-benzene,46,-0.45333333333333325
SmoothGrad(GradInput),mpnn,unbrch_alkane-benzene,47,-0.2933333333333333
SmoothGrad(GradInput),mpnn,unbrch_alkane-benzene,48,-0.18666666666666662
SmoothGrad(GradInput),mpnn,unbrch_alkane-benzene,49,-0.07999999999999997
SmoothGrad(GradInput),mpnn,unbrch_alkane-benzene,50,-0.19999999999999996
SmoothGrad(GradInput),mpnn,unbrch_alkane-benzene,51,-0.09333333333333331
